Corporation,Rating,Credit_Score,Default_Probability,Raw_Log_Odds,Score_Percentile
Cabot Corp.,A,1000,0.0,-9.133499937167771,50.0064061499039
Cabot Corp.,A,1000,0.0,-9.133499937167771,50.0064061499039
California Water Service Co.,A-,1000,0.0,-7.558957456740638,50.0064061499039
Calumet Specialty Products Partners LP,B,1000,0.0,-0.06597621427606626,50.0064061499039
Calumet Specialty Products Partners LP,B+,1000,0.0,-1.146310741204342,50.0064061499039
Calumet Specialty Products Partners LP,B+,1000,0.0,-1.146310741204342,50.0064061499039
"Calumet Specialty Products Partners, L.P.",B,1000,0.0,-0.06597621427606626,50.0064061499039
Cameco Corp.,BBB+,1000,0.0,-7.104069463197286,50.0064061499039
Canadian National Railway Co.,A,1000,0.0,-9.257097829812535,50.0064061499039
Canadian National Railway Co.,A,1000,0.0,-9.257097829812535,50.0064061499039
Canadian National Railway Company,A-,1000,0.0,-8.176763302884263,50.0064061499039
Canadian Natural Resources Limited,BBB+,1000,0.0,-6.927030265553386,50.0064061499039
Canadian Natural Resources Limited,BBB+,1000,0.0,-6.927030265553386,50.0064061499039
Cardinal Health Inc.,A,1000,0.0,-9.603095963084888,50.0064061499039
Cardinal Health Inc.,A-,1000,0.0,-8.522761436156616,50.0064061499039
Cardinal Health Inc.,A,1000,0.0,-9.603095963084888,50.0064061499039
"Cardinal Health, Inc.",BBB,1000,0.0,-6.362092382300068,50.0064061499039
Carpenter Technology Corp.,BBB,1000,0.0,-6.0727027686933255,50.0064061499039
Carpenter Technology Corporation,BBB-,1000,0.0,-5.0187955532237485,50.0064061499039
"Carter's, Inc.",BB+,1000,0.0,-4.275237090441024,50.0064061499039
Caterpillar Inc.,A,1000,0.0,-8.886584068404,50.0064061499039
"Cedar Fair, L.P.",B+,1000,0.0,-0.38019778033931395,50.0064061499039
Cementos Pacasmayo S.A.A.,BB+,1000,0.0,-3.95741396960773,50.0064061499039
Cementos Pacasmayo S.A.A.,BBB-,1000,0.0,-5.037748496536006,50.0064061499039
Cenovus Energy Inc.,BBB+,1000,0.0,-7.122483441476421,50.0064061499039
Cenovus Energy Inc.,BBB,1000,0.0,-6.042148914548152,50.0064061499039
Central Garden & Pet Co.,CCC+,1000,0.9907407407407408,2.70208635442805,50.0064061499039
Central Garden & Pet Company,B-,1000,0.625,1.621751827499776,50.0064061499039
Century Aluminum Co.,B,1000,0.05588235294117647,0.5778722001347365,50.0064061499039
Century Aluminum Co.,B,1000,0.05588235294117647,0.5778722001347365,50.0064061499039
"Charles River Laboratories Int'l, Inc.",BB,1000,0.0,-2.5915929108714053,50.0064061499039
"Charter Communications Operating, LLC",BBB-,1000,0.0,-3.993972412658957,50.0064061499039
"Charter Communications Operating, LLC",BBB-,1000,0.0,-3.993972412658957,50.0064061499039
Chevron Corporation,AA+,1000,0.0,-14.193680171440901,50.0064061499039
Chevron Corporation,AA,1000,0.0,-13.113345644512625,50.0064061499039
China State Construction Int'l Holdings Ltd,BBB-,1000,0.0,-5.397550227862466,50.0064061499039
Cisco Systems Inc.,A+,1000,0.0,-10.229490046201784,50.0064061499039
Cisco Systems Inc.,AA-,1000,0.0,-11.309824573130056,50.0064061499039
Clearwater Paper Corporation,BB,1000,0.0,-2.8422263071809333,50.0064061499039
Coca-Cola European Partners US LLC,BBB+,1000,0.0,-7.381940010846277,50.0064061499039
Coca-Cola European Partners US LLC,BBB+,1000,0.0,-7.381940010846277,50.0064061499039
"Coca-Cola FEMSA, S.A.B. de C.V.",A,1000,0.0,-9.294482166208669,50.0064061499039
"Coca-cola European Partners US, LLC",BBB,1000,0.0,-6.301605483918003,50.0064061499039
"Coca-cola European Partners US, LLC",BBB,1000,0.0,-6.301605483918003,50.0064061499039
"Coca-cola European Partners US, LLC",BBB,1000,0.0,-6.301605483918003,50.0064061499039
"Coca-cola European Partners US, LLC",BBB,1000,0.0,-6.301605483918003,50.0064061499039
"Coeur Mining, Inc.",B-,1000,0.46622901275785594,1.6226040468198324,50.0064061499039
Colfax Corporation,BB,1000,0.0,-2.327611716630612,50.0064061499039
Colfax Corporation,BB,1000,0.0,-2.327611716630612,50.0064061499039
Comcast Corp.,A-,1000,0.0,-8.104546542488835,50.0064061499039
Comcast Corporation,BBB+,1000,0.0,-7.024212015560559,50.0064061499039
Comcast Corporation,A-,1000,0.0,-8.104546542488835,50.0064061499039
"CommScope Holding Company, Inc.",CCC+,1000,1.0,3.235271683845057,50.0064061499039
"CommScope Holding Company, Inc.",B-,1000,0.9427076144467449,2.154937156916783,50.0064061499039
Commercial Metals Company,BB,1000,0.0,-2.7390328516287585,50.0064061499039
Commercial Vehicle Group Inc.,B-,1000,0.3148148148148148,1.3163017186698607,50.0064061499039
Commercial Vehicle Group Inc.,B-,1000,0.3148148148148148,1.3163017186698607,50.0064061499039
Commercial Vehicle Group Inc.,B-,1000,0.3148148148148148,1.3163017186698607,50.0064061499039
Community Health Systems Inc.,CCC+,1000,1.0,3.3850620994606873,50.0064061499039
Companhia de San Bas do Estado de Sao Paulo,BBB-,1000,0.0,-4.901501767380147,50.0064061499039
Companhia de Saneamento Basico do Estado de Sao Paulo,BB+,1000,0.0,-3.821167240451871,50.0064061499039
Compass Group PLC,A,1000,0.0,-9.195902641989347,50.0064061499039
Comstock Resources Inc.,CCC+,1000,1.0,3.6973630048848793,50.0064061499039
Comstock Resources Inc.,CCC+,1000,1.0,3.6973630048848793,50.0064061499039
"Conagra Brands, Inc.",BBB,1000,0.0,-6.283143727472494,50.0064061499039
"Conagra Brands, Inc.",BBB-,1000,0.0,-5.2028092005442215,50.0064061499039
"Conagra Brands, Inc.",BBB,1000,0.0,-6.283143727472494,50.0064061499039
Consolidated Communications Inc.,B-,1000,0.980952380952381,2.5534026880583074,50.0064061499039
"Consolidated Communications, Inc.",BB-,1000,0.0,-0.6876008927265165,50.0064061499039
Constellation Brands Inc.,BB+,1000,0.0,-3.816713399092592,50.0064061499039
Constellation Brands Inc.,BB+,1000,0.0,-3.738951896588956,50.0064061499039
"Constellation Brands, Inc.",BB+,1000,0.0,-3.738951896588956,50.0064061499039
"Container Store Group, Inc. (The)",B,1000,0.15,0.8806707473564241,50.0064061499039
Container Store Inc. (The),B-,1000,0.8390107604114617,1.9610052742846973,50.0064061499039
Container Store Inc. (The),B,1000,0.15,0.8806707473564241,50.0064061499039
"Controladora Mabe, S.A. de C.V.",BB+,1000,0.0,-3.958864281319162,50.0064061499039
Cooper-Standard Holdings Inc.,CCC+,1000,0.9716931216931216,2.4583535212604577,50.0064061499039
Corning Inc.,A,1000,0.0,-9.236065017051251,50.0064061499039
Corning Inc.,A-,1000,0.0,-8.155730490122979,50.0064061499039
Corning Incorporated,A-,1000,0.0,-8.155730490122979,50.0064061499039
Crown Castle GS III Corp.,BB,1000,0.0,-2.0215065746428156,50.0064061499039
Crown Castle GS III Corp.,BB+,1000,0.0,-3.1018411015710896,50.0064061499039
Cummins Inc.,A,1000,0.0,-9.781208136784551,50.0064061499039
Cummins Inc.,A,1000,0.0,-9.781208136784551,50.0064061499039
"Cummins, Inc.",A-,1000,0.0,-8.700873609856279,50.0064061499039
Cumulus Media Inc.,B,1000,0.8328042328042328,1.8958225330131029,50.0064061499039
"D. R. Horton, Inc.",BB,1000,0.0,-2.63435067093668,50.0064061499039
"D. R. Horton, Inc.",BB,1000,0.0,-2.63435067093668,50.0064061499039
"D.R. HORTON, INC",BBB-,1000,0.0,-4.79501972479323,50.0064061499039
"D.R. HORTON, INC",BBB,1000,0.0,-5.849719943069564,50.0064061499039
D.R. Horton Inc.,BB-,1000,0.0,-1.554016144008406,50.0064061499039
D.R. Horton Inc.,BB,1000,0.0,-2.63435067093668,50.0064061499039
"D.R. Horton, Inc.",BB,1000,0.0,-2.63435067093668,50.0064061499039
"D.R. Horton, Inc.",BB,1000,0.0,-2.63435067093668,50.0064061499039
DANA INCORPORATED,BBB+,1000,0.0,-7.525274147184872,50.0064061499039
DANA INCORPORATED,BBB+,1000,0.0,-7.525274147184872,50.0064061499039
DANAHER CORPORATION,A+,1000,0.0,-10.388041001194543,50.0064061499039
DANAHER CORPORATION,AA-,1000,0.0,-11.468375528122815,50.0064061499039
"DARDEN RESTAURANTS, INC",BB+,1000,0.0,-3.467491441071113,50.0064061499039
"DARDEN RESTAURANTS, INC",BB,1000,0.0,-2.387156914142839,50.0064061499039
"DARDEN RESTAURANTS, INC",BB,1000,0.0,-2.387156914142839,50.0064061499039
DAVITA INC.,BB-,1000,0.0,-1.3508642331021274,50.0064061499039
DAVITA INC.,BB-,1000,0.0,-1.3508642331021274,50.0064061499039
DAVITA INC.,BB,1000,0.0,-2.4311987600304015,50.0064061499039
"DELTA AIR LINES, INC",BBB-,1000,0.0,-4.1438782438688175,50.0064061499039
DELUXE CORPORATION,BBB-,1000,0.0,-5.030226060626022,50.0064061499039
DELUXE CORPORATION,BBB,1000,0.0,-6.1105605875542945,50.0064061499039
DELUXE CORPORATION,BBB,1000,0.0,-6.1105605875542945,50.0064061499039
DEVON ENERGY CORPORATION,A-,1000,0.0,-7.294029054068348,50.0064061499039
DEVON ENERGY CORPORATION,A-,1000,0.0,-7.294029054068348,50.0064061499039
DEVON ENERGY CORPORATION,A-,1000,0.0,-7.294029054068348,50.0064061499039
DEVON ENERGY CORPORATION,A-,1000,0.0,-7.294029054068348,50.0064061499039
DIAGEO PLC,BBB+,1000,0.0,-7.25567556518436,50.0064061499039
DOVER CORPORATION,A+,1000,0.0,-10.475967061200722,50.0064061499039
DTE ENERGY COMPANY,A-,1000,0.0,-7.614037422157859,50.0064061499039
DTE ENERGY COMPANY,A+,1000,0.0,-9.774706476014407,50.0064061499039
DTE Energy Center LLC,A-,1000,0.0,-7.614037422157859,50.0064061499039
DTE Energy Center LLC,A-,1000,0.0,-7.614037422157859,50.0064061499039
"DTE Energy Center, LLC",BB+,1000,0.0,-3.292699314444759,50.0064061499039
DTE Energy Co.,BBB,1000,0.0,-5.453368368301307,50.0064061499039
DTE Energy Company,BBB+,1000,0.0,-6.533702895229581,50.0064061499039
DTE Energy Company,BBB+,1000,0.0,-6.533702895229581,50.0064061499039
DUKE ENERGY CORPORATION,A,1000,0.0,-8.673182931188487,50.0064061499039
DUKE ENERGY CORPORATION,A,1000,0.0,-8.673182931188487,50.0064061499039
DUKE ENERGY CORPORATION,AA-,1000,0.0,-10.833851985045035,50.0064061499039
Dana Incorporated,BB,1000,0.0,-3.2039360394717793,50.0064061499039
Dana Incorporated,BB,1000,0.0,-3.2039360394717793,50.0064061499039
Darden Restaurants Inc.,BBB-,1000,0.0,-4.547825967999389,50.0064061499039
"Darden Restaurants, Inc.",BBB-,1000,0.0,-4.547825967999389,50.0064061499039
"Darden Restaurants, Inc.",BBB-,1000,0.0,-4.547825967999389,50.0064061499039
Darling Ingredients Inc.,BB,1000,0.0,-3.014295046837109,50.0064061499039
Darling Ingredients Inc.,B+,1000,0.0,-0.853625992980561,50.0064061499039
Delta Air Lines Inc.,BB,1000,0.0,-1.9832091900122677,50.0064061499039
Delta Air Lines Inc.,BB+,1000,0.0,-3.0635437169405417,50.0064061499039
Devon Energy Corp.,A,1000,0.0,-8.37436358099662,50.0064061499039
Devon Energy Corp.,BBB+,1000,0.0,-6.213694527140072,50.0064061499039
Devon Energy Corporation,BBB+,1000,0.0,-6.213694527140072,50.0064061499039
Diageo PLC,A-,1000,0.0,-8.343802975895686,50.0064061499039
Diageo PLC,A,1000,0.0,-9.416344619040908,50.0064061499039
"DigitalGlobe, Inc.",B+,1000,0.0,-0.20564599113455806,50.0064061499039
Douglas Dynamics LLC,BB,1000,0.0,-2.4413979665295287,50.0064061499039
Dover Corp.,A,1000,0.0,-9.395632534272446,50.0064061499039
Dover Corporation,A,1000,0.0,-9.395632534272446,50.0064061499039
Dover Corporation,A,1000,0.0,-9.395632534272446,50.0064061499039
Duke Energy Corporation,BBB,1000,0.0,-5.432179350403667,50.0064061499039
Duke Energy Corporation,BBB-,1000,0.0,-4.351844823475394,50.0064061499039
Duke Energy Corporation,BBB,1000,0.0,-5.432179350403667,50.0064061499039
Duke Energy Corporation,BBB,1000,0.0,-5.432179350403667,50.0064061499039
Duke Energy Corporation,BBB,1000,0.0,-5.432179350403667,50.0064061499039
Duke Energy Corporation,BBB,1000,0.0,-5.432179350403667,50.0064061499039
Duke Energy Corporation,BBB,1000,0.0,-5.432179350403667,50.0064061499039
Duke Energy Corporation,BBB,1000,0.0,-5.432179350403667,50.0064061499039
Duke Energy Corporation,BBB+,1000,0.0,-6.512513877331941,50.0064061499039
Duke Energy Corporation,BBB+,1000,0.0,-6.512513877331941,50.0064061499039
EASTMAN CHEMICAL COMPANY,BBB,1000,0.0,-6.275800377647911,50.0064061499039
EASTMAN CHEMICAL COMPANY,BBB,1000,0.0,-6.275800377647911,50.0064061499039
EBAY INC.,A+,1000,0.0,-10.08497734419858,50.0064061499039
EBAY INC.,A+,1000,0.0,-10.08497734419858,50.0064061499039
ECOLAB INC.,BBB,1000,0.0,-5.475879923501122,50.0064061499039
EDISON INTERNATIONAL,A-,1000,0.0,-7.8298493718065405,50.0064061499039
EDISON INTERNATIONAL,BBB-,1000,0.0,-4.588845791021713,50.0064061499039
EDISON MISSION ENERGY,D,1000,1.0,8.579469521043471,50.0064061499039
ELI LILLY AND COMPANY,AA-,1000,0.0,-11.290109493609526,50.0064061499039
ELI LILLY AND COMPANY,AA-,1000,0.0,-11.290109493609526,50.0064061499039
EMERSON ELECTRIC CO.,A+,1000,0.0,-10.254340124399016,50.0064061499039
EMERSON ELECTRIC CO.,A+,1000,0.0,-10.252011356482145,50.0064061499039
ENERGIZER HOLDINGS INC,BBB,1000,0.0,-5.974794096777584,50.0064061499039
ENERGIZER HOLDINGS INC,BBB+,1000,0.0,-6.530631680007106,50.0064061499039
ENTERGY CORPORATION,BBB+,1000,0.0,-6.345602351001659,50.0064061499039
ENTERGY CORPORATION,BBB,1000,0.0,-5.265267824073387,50.0064061499039
ENTERPRISE PRODUCTS PARTNERS,BBB+,1000,0.0,-7.149471061902572,50.0064061499039
ENTERPRISE PRODUCTS PARTNERS,BBB+,1000,0.0,-7.149471061902572,50.0064061499039
ENTERPRISE PRODUCTS PARTNERS,A-,1000,0.0,-8.229805588830848,50.0064061499039
ENTERPRISE PRODUCTS PARTNERS,A-,1000,0.0,-8.229805588830848,50.0064061499039
"EOG RESOURCES, INC",A,1000,0.0,-8.759193627664589,50.0064061499039
"EOG RESOURCES, INC",A,1000,0.0,-8.759193627664589,50.0064061499039
"EOG RESOURCES, INC",A+,1000,0.0,-9.839528154592864,50.0064061499039
EOG Resources Inc.,A,1000,0.0,-8.759193627664589,50.0064061499039
EQT CORPORATION,BBB+,1000,0.0,-6.573223361135364,50.0064061499039
EQT CORPORATION,BBB+,1000,0.0,-6.573223361135364,50.0064061499039
EQT Corporation,BBB-,1000,0.0,-4.412554307278816,50.0064061499039
EQT Corporation,BBB,1000,0.0,-5.492888834207088,50.0064061499039
EQUIFAX INC,A-,1000,0.0,-8.154185482652982,50.0064061499039
EQUIFAX INC,A,1000,0.0,-9.234520009581255,50.0064061499039
"EQUINIX, INC.",B+,1000,0.008771929824561403,-0.12175097380472799,50.0064061499039
"EQUINIX, INC.",B+,1000,0.008771929824561403,-0.12175097380472799,50.0064061499039
EXELON CORPORATION,BBB,1000,0.0,-5.4596441607433395,50.0064061499039
EXELON CORPORATION,A-,1000,0.0,-7.620313214599891,50.0064061499039
EXELON CORPORATION,A+,1000,0.0,-9.78098226845644,50.0064061499039
"EXPEDIA, INC.",BBB+,1000,0.0,-6.742851600223931,50.0064061499039
"EXPEDIA, INC.",A-,1000,0.0,-7.823186127152207,50.0064061499039
EXXON MOBIL CORPORATION,AA+,1000,0.0,-14.2653549284318,50.0064061499039
EXXON MOBIL CORPORATION,AA+,1000,0.0,-14.2653549284318,50.0064061499039
Eastman Chemical Co.,BBB,1000,0.0,-6.275800377647911,50.0064061499039
Eastman Kodak Company,B+,1000,0.0392156862745098,-0.34217249338244926,50.0064061499039
Edison International,BBB,1000,0.0,-5.669180317949985,50.0064061499039
Edison International,BBB-,1000,0.0,-4.588845791021713,50.0064061499039
Edison International,BBB,1000,0.0,-5.669180317949985,50.0064061499039
Eldorado Gold Corp.,BB,1000,0.0,-2.738715443128946,50.0064061499039
Eli Lilly & Co.,AA-,1000,0.0,-11.290109493609526,50.0064061499039
Eli Lilly & Co.,AA-,1000,0.0,-11.290109493609526,50.0064061499039
Embraer Overseas Limited,BBB-,1000,0.0,-4.8281954022821605,50.0064061499039
Emerson Electric Co.,A,1000,0.0,-9.17400559747074,50.0064061499039
Emerson Electric Co.,A,1000,0.0,-9.17400559747074,50.0064061499039
Enbridge Inc.,BBB+,1000,0.0,-6.713957705991225,50.0064061499039
Enbridge Inc.,BBB+,1000,0.0,-6.713957705991225,50.0064061499039
Endo Health Solutions Inc.,BBB-,1000,0.0,-3.4318212693162593,50.0064061499039
Endo Health Solutions Inc.,B+,1000,0.24444444444444446,0.8895168383968386,50.0064061499039
Endo International PLC,BB-,1000,0.008771929824561403,-0.19081768853143544,50.0064061499039
Endo International PLC,B,1000,0.9427076144467449,1.9698513653251117,50.0064061499039
EnerSys,BB,1000,0.0,-3.0544921811750108,50.0064061499039
EnerSys,BB,1000,0.0,-3.0811108085557564,50.0064061499039
EnerSys,BB,1000,0.0,-3.0811108085557564,50.0064061499039
Entergy Corp,A,1000,0.0,-8.506271404858209,50.0064061499039
Enterprise Products Operating LLC,BBB+,1000,0.0,-7.149471061902572,50.0064061499039
Enterprise Products Operating LLC,A,1000,0.0,-9.31014011575912,50.0064061499039
"Enterprise Products Operating, LLC",BBB+,1000,0.0,-7.149471061902572,50.0064061499039
"Enterprise Products Operating, LLC",BBB+,1000,0.0,-7.149471061902572,50.0064061499039
Entravision Communications Corp.,B+,1000,0.0,-0.2890262817531024,50.0064061499039
Entravision Communications Corp.,B+,1000,0.0,-0.2890262817531024,50.0064061499039
Equifax Inc.,A,1000,0.0,-9.234520009581255,50.0064061499039
"Equinix, Inc.",BB-,1000,0.0,-1.202085500733002,50.0064061499039
Exelon Corp.,BBB-,1000,0.0,-4.379309633815067,50.0064061499039
Exelon Corporation,BBB,1000,0.0,-5.4596441607433395,50.0064061499039
Exxon Mobil Corp.,AAA,1000,0.0,-15.345689455360072,50.0064061499039
FEDEX CORPORATION,A+,1000,0.0,-10.383853417297354,50.0064061499039
FEDEX CORPORATION,A+,1000,0.0,-10.383853417297354,50.0064061499039
FERRO CORPORATION,B-,1000,0.906878306878307,2.0711595630668036,50.0064061499039
FERRO CORPORATION,B-,1000,0.906878306878307,2.0711595630668036,50.0064061499039
"FISERV, INC.",A-,1000,0.0,-8.041516875287206,50.0064061499039
FLOWSERVE CORPORATION,BBB+,1000,0.0,-7.141006206446855,50.0064061499039
FLOWSERVE CORPORATION,A-,1000,0.0,-8.221340733375131,50.0064061499039
FLUOR CORPORATION,A+,1000,0.0,-10.964613879633573,50.0064061499039
FMC CORPORATION,A+,1000,0.0,-10.464366033361438,50.0064061499039
FMC CORPORATION,A+,1000,0.0,-10.464366033361438,50.0064061499039
FMC Corporation,BBB+,1000,0.0,-7.223362452576614,50.0064061499039
FMC Technologies Inc.,A,1000,0.0,-8.763595344684715,50.0064061499039
"FREEPORT-MCMORAN, INC",A-,1000,0.0,-8.495598916447085,50.0064061499039
"FREEPORT-MCMORAN, INC",A-,1000,0.0,-8.495598916447085,50.0064061499039
FTI Consulting Inc.,BB,1000,0.0,-2.281588183115071,50.0064061499039
FTI Consulting Inc.,BB,1000,0.0,-2.281588183115071,50.0064061499039
"FairPoint Communications, Inc.",B,1000,0.008771929824561403,0.5003801369317298,50.0064061499039
FedEx Corp.,BBB,1000,0.0,-6.147808916211497,50.0064061499039
FedEx Corp.,BBB,1000,0.0,-6.062515309584256,50.0064061499039
FedEx Corp.,BBB,1000,0.0,-6.062515309584256,50.0064061499039
Ferro Corp.,B-,1000,0.906878306878307,2.0711595630668063,50.0064061499039
Ferro Corp.,B,1000,0.16666666666666666,0.990825036138526,50.0064061499039
Ferro Corp.,B,1000,0.16666666666666666,0.990825036138526,50.0064061499039
Fidelity National Information Services Inc.,BBB-,1000,0.0,-4.790027157971446,50.0064061499039
"Fidelity National Information Services, Inc.",BBB-,1000,0.0,-4.790027157971446,50.0064061499039
"Fidelity National Information Services, Inc.",BBB-,1000,0.0,-4.790027157971446,50.0064061499039
Fiserv Inc.,BBB-,1000,0.0,-4.800513294502384,50.0064061499039
Flex Ltd.,BB+,1000,0.0,-4.26341574106695,50.0064061499039
Flex Ltd.,BBB-,1000,0.0,-5.343750267995226,50.0064061499039
Flex Ltd.,BB+,1000,0.0,-4.218640113217111,50.0064061499039
"Flowers Foods, Inc.",BBB,1000,0.0,-6.259702191305806,50.0064061499039
Flowserve Corp.,BBB-,1000,0.0,-4.980337152590307,50.0064061499039
Flowserve Corporation,BBB,1000,0.0,-6.060671679518579,50.0064061499039
Flowserve Corporation,BBB,1000,0.0,-6.060671679518579,50.0064061499039
Fluor Corp.,A-,1000,0.0,-8.803944825777025,50.0064061499039
"Forum Energy Technologies, Inc.",BB-,1000,0.0,-1.6588605165550678,50.0064061499039
"Forum Energy Technologies, Inc.",BB,1000,0.0,-2.739195043483342,50.0064061499039
Freeport-McMoRan Inc.,BBB-,1000,0.0,-5.254595335662261,50.0064061499039
Freeport-McMoRan Inc.,BBB,1000,0.0,-6.334929862590533,50.0064061499039
Freeport-McMoRan Oil & Gas LLC,B,1000,0.008771929824561403,0.14707729897911115,50.0064061499039
Freeport-McMoRan Oil & Gas LLC,BBB,1000,0.0,-6.334929862590533,50.0064061499039
Freeport-McMoRan Oil & Gas LLC,BBB,1000,0.0,-6.334929862590533,50.0064061499039
Fresenius Medical Care AG & Co. KGaA,BBB-,1000,0.0,-5.007071027868129,50.0064061499039
"GAP, INC",BBB+,1000,0.0,-7.862267269364795,50.0064061499039
"GAP, INC",BBB+,1000,0.0,-7.862267269364795,50.0064061499039
"GAP, INC",BBB+,1000,0.0,-7.862267269364795,50.0064061499039
GENERAL CABLE CORPORATION,BB,1000,0.0,-2.076860394406678,50.0064061499039
GENERAL CABLE CORPORATION,BB-,1000,0.0,-0.9965258674784039,50.0064061499039
"GENERAL MILLS, INC",BBB+,1000,0.0,-7.237512440182035,50.0064061499039
"GENERAL MILLS, INC",A-,1000,0.0,-8.317846967110311,50.0064061499039
"GILEAD SCIENCES, INC",A+,1000,0.0,-10.413580573748087,50.0064061499039
"GILEAD SCIENCES, INC",A+,1000,0.0,-10.413580573748087,50.0064061499039
GLAXOSMITHKLINE PLC,BBB+,1000,0.0,-7.32713674007236,50.0064061499039
GLAXOSMITHKLINE PLC,A-,1000,0.0,-8.407471267000632,50.0064061499039
Gap Inc. (The),BBB-,1000,0.0,-5.701598215508248,50.0064061499039
General Cable Corporation,B-,1000,0.9716931216931216,2.2444777133064218,50.0064061499039
General Mills Inc.,BBB+,1000,0.0,-7.190345447637272,50.0064061499039
General Mills Inc.,A,1000,0.0,-9.398181494038583,50.0064061499039
"General Mills, Inc.",BBB+,1000,0.0,-7.237512440182035,50.0064061499039
"Gilead Sciences, Inc.",BBB,1000,0.0,-6.092242466034989,50.0064061499039
Glatfelter (P.H.) Co.,BB+,1000,0.0,-4.061045924486892,50.0064061499039
GlaxoSmithKline Capital Inc.,AA,1000,0.0,-12.728809374713729,50.0064061499039
GlaxoSmithKline Capital Inc.,A+,1000,0.0,-10.56814032085718,50.0064061499039
GlaxoSmithKline plc,A+,1000,0.0,-10.56814032085718,50.0064061499039
Global One Real Estate Investment Corporation,AA-,1000,0.0,-11.274449487851323,50.0064061499039
"Global Ship Lease, Inc.",B+,1000,0.0,-0.0657241161410056,50.0064061499039
"Gray Television, Inc.",CCC+,1000,1.0,3.151078476701901,50.0064061499039
Great Lakes Dredge & Dock Corp.,B,1000,0.06929824561403508,0.7420116844514268,50.0064061499039
Great Lakes Dredge & Dock Corp.,B-,1000,0.6620370370370371,1.8223462113797027,50.0064061499039
Great Lakes Dredge & Dock Corporation,CCC+,1000,0.980952380952381,2.9026807383079767,50.0064061499039
Greenbrier Companies Inc. (The),B-,1000,0.4583333333333333,1.5923256857039796,50.0064061499039
Greif Inc.,BB,1000,0.0,-2.4840957944967137,50.0064061499039
Greif Inc.,BB-,1000,0.0,-1.4037612675684397,50.0064061499039
Griffon Corp.,BB+,1000,0.0,-3.5384019167861247,50.0064061499039
Grifols S.A.,BB+,1000,0.0,-3.638812145604529,50.0064061499039
Group 1 Automotive Inc.,B+,1000,0.0,-0.7093409413477723,50.0064061499039
Group 1 Automotive Inc.,BB-,1000,0.0,-1.7896754682760463,50.0064061499039
H&E Equipment Services Inc.,B+,1000,0.0,-0.28857931559179306,50.0064061499039
"H&R BLOCK, INC",A-,1000,0.0,-7.917024830198871,50.0064061499039
"H&R BLOCK, INC",A-,1000,0.0,-7.917024830198871,50.0064061499039
HALLIBURTON COMPANY,AA+,1000,0.0,-13.94609054212894,50.0064061499039
HALLIBURTON COMPANY,AA+,1000,0.0,-13.94609054212894,50.0064061499039
HANESBRANDS INC.,BB,1000,0.0,-2.618722721234329,50.0064061499039
HANESBRANDS INC.,BB,1000,0.0,-2.618722721234329,50.0064061499039
"HARLEY-DAVIDSON, INC",A,1000,0.0,-8.876557260712554,50.0064061499039
"HARLEY-DAVIDSON, INC",A,1000,0.0,-8.876557260712554,50.0064061499039
"HARLEY-DAVIDSON, INC",AA-,1000,0.0,-11.037226314569102,50.0064061499039
HARSCO CORPORATION,BB+,1000,0.0,-3.483330653647023,50.0064061499039
HARSCO CORPORATION,BB+,1000,0.0,-3.483330653647023,50.0064061499039
"HASBRO, INC",BBB-,1000,0.0,-4.689792328638999,50.0064061499039
"HASBRO, INC",BBB-,1000,0.0,-4.689792328638999,50.0064061499039
HCA HEALTHCARE INC,B+,1000,0.008771929824561403,0.10759071683979471,50.0064061499039
HCA HEALTHCARE INC,B+,1000,0.008771929824561403,0.10759071683979471,50.0064061499039
HCA HEALTHCARE INC,B+,1000,0.008771929824561403,0.10759071683979471,50.0064061499039
"HCA Healthcare, Inc.",B-,1000,0.9716931216931216,2.2682597706963437,50.0064061499039
HERSHEY COMPANY,A+,1000,0.0,-10.361462958040407,50.0064061499039
HERSHEY COMPANY,A+,1000,0.0,-10.361462958040407,50.0064061499039
HESS CORPORATION,A-,1000,0.0,-7.980535516720559,50.0064061499039
HESS CORPORATION,A-,1000,0.0,-7.980535516720559,50.0064061499039
HONEYWELL INTERNATIONAL INC,A+,1000,0.0,-10.718756281431768,50.0064061499039
HONEYWELL INTERNATIONAL INC,AA-,1000,0.0,-11.79909080836004,50.0064061499039
HORMEL FOODS CORPORATION,A+,1000,0.0,-11.057082520720824,50.0064061499039
HORMEL FOODS CORPORATION,AA-,1000,0.0,-12.137417047649096,50.0064061499039
HORMEL FOODS CORPORATION,AA-,1000,0.0,-12.108842375933348,50.0064061499039
"HOVNANIAN ENTERPRISES, INC",CCC,1000,1.0,4.0632479795101215,50.0064061499039
"HOVNANIAN ENTERPRISES, INC",CCC,1000,1.0,4.0632479795101215,50.0064061499039
Halliburton Company,A,1000,0.0,-9.624752434415841,50.0064061499039
Harsco Corp.,BBB-,1000,0.0,-4.563665180575299,50.0064061499039
Harsco Corp.,BB+,1000,0.0,-3.483330653647023,50.0064061499039
Harsco Corporation,BB+,1000,0.0,-3.483330653647023,50.0064061499039
Hasbro Inc.,BBB+,1000,0.0,-6.8504613824955545,50.0064061499039
Hasbro Inc.,BBB-,1000,0.0,-4.689792328638999,50.0064061499039
Hershey Company (The),AA,1000,0.0,-12.522132011896955,50.0064061499039
Hershey Company (The),A,1000,0.0,-9.281128431112132,50.0064061499039
